ID,predict,answer,"equal=1, diferent=0",Á¤È®µµ
acc1f2e71c1e206f4c3eaa4eab3217d1_mpress.fh,1,1,1,
acc2408f6e97a8d8d9b748fd28b2e202_mpress.fh,1,1,1,
acc38c3cdf5a41b86445f9e75779aebb_mpress.fh,1,1,1,
acc3badb113999706df191fbdb6cf593_mpress.fh,1,1,1,
acc3bdde255b528fa4441c9076a8beb2_mpress.fh,1,1,1,
acc4203dcfdc822393379cfac8eb53c8_mpress.fh,1,1,1,
acc4257cb9faf4882245a99b5bb66324_mpress.fh,1,1,1,
acc447db93f3445251f7798e98c33917_mpress.fh,1,1,1,
acc4679ca14ff435f083d524f6d6dce1_mpress.fh,1,1,1,
acc4913c308ec4121f3f229e1d7f808e_mpress.fh,1,1,1,
acc4a22050bc72d65dea71a70b75c5d3_mpress.fh,1,1,1,
acc4b45f78b0801557b1ec8126898afb_mpress.fh,1,1,1,
acc500129508244b15c42b14ed2df8ae_mpress.fh,1,1,1,
acc5008edacc240afe9569f1bbc2ce69_mpress.fh,1,1,1,
acc50413c0ddc557a05374f85da3a1bd_mpress.fh,1,1,1,
acc50b3cae90e1e7972c568b44a8debf_mpress.fh,1,1,1,
acc51f394a038fb960fc20eef88d1c93_mpress.fh,1,1,1,
acc525a30def46fd38278bacfb36054e_mpress.fh,1,1,1,
acc5301ac759af5b202f7af9cb71246b_mpress.fh,1,1,1,
acc5965a45f0c3d1412fb98d1347ffc7_mpress.fh,1,1,1,
acc5ad875607c6b8c07214d0fffa01e9_mpress.fh,1,1,1,
acc5ea9c0431e1784ef5f7211e84f596_mpress.fh,1,1,1,
acc61b02a807b7c7c8b88d54776f3c37_mpress.fh,1,1,1,
acc62a6b159880e2e5cdae1c45464135_mpress.fh,1,1,1,
acc6d31f41a7ea95c86e157188449798_mpress.fh,1,1,1,
acc6fe202324b77a316b2abdba9500b1_mpress.fh,1,1,1,
acc718bcd954f40345bc9e510cd2d1e1_mpress.fh,1,1,1,
acc7441d2a511f87d0a0723ca6c413c2_mpress.fh,1,1,1,
acc79159e93d65f3b13a05681519d28f_mpress.fh,1,1,1,
acc82d3e1ede11e09e732b59d2138253_mpress.fh,1,1,1,
acc85b130ab4ec0bb093687e610e5c2f_mpress.fh,1,1,1,
acc863bf25fa8fe2ae7d46ca0652a774_mpress.fh,1,1,1,
acc897c90944a6f92a31326a77264fb8_mpress.fh,1,1,1,
acc90107b5c93aa6b7f4e0287afd5cbe_mpress.fh,1,1,1,
acc94001e8689d20729991920eac0ddf_mpress.fh,1,1,1,
acc99ac61b02f8751616cd24a2e6fa4c_mpress.fh,1,1,1,
acca13e7cb3feff16937c65fad6ff8d2_mpress.fh,1,1,1,
acca1675fc7c34107dad0a6f2a96230f_mpress.fh,1,1,1,
acca35eee4238711bece93df48c68f40_mpress.fh,1,1,1,
acca77d872edec8c7ffdd58ef8ce92c6_mpress.fh,1,1,1,
acca87eb4f3b054defe7cfe75eeab6c7_mpress.fh,1,1,1,
accaa7d2e43e9b923b0b6e41bd985d9d_mpress.fh,1,1,1,
accac44634dd6e66deec1d4113a6203b_mpress.fh,1,1,1,
accac5cb707ce101d5b718d9ade7ce88_mpress.fh,1,1,1,
accadba899a7c39635eae8633ccd75fc_mpress.fh,1,1,1,
accadc73834f710a5b4358e9a92b4484_mpress.fh,1,1,1,
accb4fe45f50bc3c81d48abaaf083192_mpress.fh,1,1,1,
accbd8b72f454f46cd267511c31fcb19_mpress.fh,1,1,1,
accc0fd99db6a3bcf506a5f4d36862da_mpress.fh,1,1,1,
accc1aad1bb5a58f70c1bf39d98f04f6_mpress.fh,1,1,1,
accc28d90d4cf7ee7392fb348fd8768f_mpress.fh,1,1,1,
accc9af9d606f88e32900ee2f5321a98_mpress.fh,1,1,1,
acccb3696cc9f808c7b87344f02256b9_mpress.fh,1,1,1,
accce0c24459f8079db58af65178e4ff_mpress.fh,1,1,1,
accd09216e59f0c961f9e2d5117e3a83_mpress.fh,1,1,1,
accd911de5db76d0d63e007f8c459291_mpress.fh,1,1,1,
accdc019a82f1cd30320c1ef99b7092b_mpress.fh,1,1,1,
accde457e2b6d75321c3017474ded548_mpress.fh,1,1,1,
acce22b6a008637d2fde21985b9a9350_mpress.fh,1,1,1,
acce565c718a7b8d3a386420bfc54e47_mpress.fh,1,1,1,
acce9bbe97e4514b99e9858728d8313a_mpress.fh,1,1,1,
accea20e54642546381fb87670e97ce2_mpress.fh,1,1,1,
acceac27931f04f9127c66b078418ac0_mpress.fh,1,1,1,
acceaf40bacbfb4304e00cfe88ec643f_mpress.fh,1,1,1,
accedc15beb3f0a80ec05b3f72e8d507_mpress.fh,1,1,1,
accf2716cba38dfadea02edf9bf7223c_mpress.fh,1,1,1,
accf931cfe0e64e246cba84b66ec6671_mpress.fh,1,1,1,
accfcf0772fe5fcbaf6bdcba5c11530c_mpress.fh,1,1,1,
accff9b28c01ab4857e053c4148dfa29_mpress.fh,1,1,1,
acd0db57a11e721b03b213d30588d037_mpress.fh,1,1,1,
acd0e3aee04b666801f8750844a025cd_mpress.fh,1,1,1,
acd12050ed0a8a64ee7bdd88d5ceae12_mpress.fh,1,1,1,
acd126af023adea4d7546304285378d3_mpress.fh,1,1,1,
acd13a44f7019b28efa9bb24bdeb265e_mpress.fh,1,1,1,
acd13e491bbaedf13e6c341fa54a86eb_mpress.fh,1,1,1,
acd142de053cea6f0daf9b2bd5672e8d_mpress.fh,1,1,1,
acd16946b0c601f1294f7bef7a244a56_mpress.fh,1,1,1,
acd17adcb30634e3822fc0eb054f9d05_mpress.fh,1,1,1,
acd18cead449b010dcf499bb6073f66f_mpress.fh,1,1,1,
acd1d9207088cc15118d8af3346ec7e0_mpress.fh,1,1,1,
acd22824630ee60e4d37953668212e9c_mpress.fh,1,1,1,
acd23adf2d7657fc34a20ca176e0bfae_mpress.fh,1,1,1,
acd27875986ce426b434bb76245fa615_mpress.fh,1,1,1,
acd285f1122fe0fa4c7c98e48927e62c_mpress.fh,1,1,1,
acd2f407946f7120bcd963ddbef20a39_mpress.fh,1,1,1,
acd2fb64ebb79232a2b0b0303e7a715a_mpress.fh,1,1,1,
acd315cb9a5c2fc91359ee16c19d94be_mpress.fh,1,1,1,
acd3343bff70934dcc02beec4ca606cc_mpress.fh,1,1,1,
acd33f7662610f37cde5a076d724fac7_mpress.fh,1,1,1,
acd3420728909ad5baf1a5864fcd3df0_mpress.fh,1,1,1,
acd3541470d2ac170e93d78db4020a7c_mpress.fh,1,1,1,
acd3d94680899f7ed5cbc0d6dfbc1493_mpress.fh,1,1,1,
acd3fa6978c889452c8e9a7421fef00e_mpress.fh,1,1,1,
acd411f9d7f25ffcc4a99184c24b1dd0_mpress.fh,1,1,1,
acd413de089be5379ed1f0ada01ef516_mpress.fh,1,1,1,
acd42c42147b27ee15e975e4f2de18e9_mpress.fh,1,1,1,
acd44852ca612a666dfca08b3ab47d97_mpress.fh,1,1,1,
acd455e699d7858efad1ad6cfb7fed7c_mpress.fh,1,1,1,
acd48093397e05ab9961d166314faa70_mpress.fh,1,1,1,
acd4a025fbfe10419e96b6a58908096c_mpress.fh,1,1,1,
acd4f17150eb13ac867f776f0047cef9_mpress.fh,1,1,1,
acd511aee26829a5740e5f2f73d85e2e_mpress.fh,1,1,1,
acd54e4b96beefb9f64938b01d02734c_mpress.fh,1,1,1,
acd57097236e65ad39ba091db0029367_mpress.fh,1,1,1,
acd5782f1d470546478aa149998b37f3_mpress.fh,1,1,1,
acd58878ba50144950c31a3cd55021ae_mpress.fh,1,1,1,
acd58b964dab1a25684ac5b1dece2a92_mpress.fh,1,1,1,
acd5ab1a4df2a6f54a915b0177f27d6c_mpress.fh,1,1,1,
acd5be6014747c2b631db28984d8f65a_mpress.fh,1,1,1,
acd62745c0e8aa01d40b0a13e8b3111c_mpress.fh,1,1,1,
acd63b4b4b7c4821675767a1b59f8972_mpress.fh,1,1,1,
acd63fddd3ca53afee2bf3623b92610c_mpress.fh,1,1,1,
acd6512d8d4ee620d599b00721b61a0e_mpress.fh,1,1,1,
acd6790d69aedb5d41793a2e72f20f6f_mpress.fh,1,1,1,
acd6a2b9d6539d84aa5f178a6f6df1c0_mpress.fh,1,1,1,
acd7a8eb142649ddf70e680db788b550_mpress.fh,1,1,1,
acd7cc4b60ec1f5e6ddafa6a5a78254a_mpress.fh,1,1,1,
acd7d0770464f1f0d172506562c745d5_mpress.fh,1,1,1,
acd7dc44ad8d655c790a773931ee981f_mpress.fh,1,1,1,
acd7ebc37209db215f41cad3c37b6236_mpress.fh,1,1,1,
acd7f8276e29556be52dce8b6f47fb12_mpress.fh,1,1,1,
acd80a280efdddd54525d3ee0573785f_mpress.fh,1,1,1,
acd850480d878dca566d5dd1ca3029f1_mpress.fh,1,1,1,
acd87401f7f64bb4ba77e03913fc9b14_mpress.fh,1,1,1,
acd8750b944354f35cb57cb50aef8a30_mpress.fh,1,1,1,
acd879b61cacc22d77a4b9aba92b8c7a_mpress.fh,1,1,1,
acd87ad085b5af16deb8d0e626e0623a_mpress.fh,1,1,1,
acd89187b057d40e4a9f6eff11e71f8b_mpress.fh,1,1,1,
acd8b6bc0e190df76c04dcd56af11f87_mpress.fh,1,1,1,
acd8dc410c0768ddd216292ab5630151_mpress.fh,1,1,1,
acd98f8f4a730434b82d05742b4fd947_mpress.fh,1,1,1,
acd99c5a4213ee52e72950a8e1e7e84c_mpress.fh,1,1,1,
acd9d106c62851cd3abf1529fd115fea_mpress.fh,1,1,1,
acda6d0b5b5eecaaf013fa86e9e64efe_mpress.fh,1,1,1,
acda7f6d646e8a0cf81048fc4a7f0fdc_mpress.fh,1,1,1,
acdb059d24e9373d52382d7d868ca2f2_mpress.fh,1,1,1,
acdb21feb0dcc9b6342b9f91c71aa810_mpress.fh,1,1,1,
acdb4376d4de35cac642d470a016e157_mpress.fh,1,1,1,
acdb78d03c28f5b5224b9d3ba4a66eae_mpress.fh,1,1,1,
acdb7fe8c2d76dd32acd44ac36a4396d_mpress.fh,1,1,1,
acdbced761d5e1f241bb90a493f77e48_mpress.fh,1,1,1,
acdc82919b4aea94c3016a65f23303ac_mpress.fh,1,1,1,
acdc8511e09559859e6b8a864bc07e9b_mpress.fh,1,1,1,
acdc945a3ed0e3b2dd8f6ebcd2e046e3_mpress.fh,1,1,1,
acdc9cabc5e4686e5ce328dfc94bab95_mpress.fh,1,1,1,
acdcdaebee08af0ebaa0ef80c7b3627f_mpress.fh,1,1,1,
acdce610f7f3289dd6699b38f4c0cbe8_mpress.fh,1,1,1,
acdcffd435b6e25695e2e84c8be8c038_mpress.fh,1,1,1,
acdd448b23569f7a8bf21665b0353bd5_mpress.fh,1,1,1,
acdd763853a56afdf98d3e1a42d8bc43_mpress.fh,1,1,1,
acdd92ace9ee26505cfdf66035936bee_mpress.fh,1,1,1,
acddcb085272e4dfa4e9958bd9cadffb_mpress.fh,1,1,1,
acde1417d01a65e7d6eb65d82d8b0891_mpress.fh,1,1,1,
acde301f3645448efe8a031021f964c4_mpress.fh,1,1,1,
acde7fc6d20080493d5c38438a313c60_mpress.fh,1,1,1,
acde856d581b40c2b46f274f2a76acae_mpress.fh,1,1,1,
acdea979cddfb00fbe391a4eb45722a3_mpress.fh,1,1,1,
acdeba2e0a00e43147c183a8e98baa03_mpress.fh,1,1,1,
acdf2ecd641fcb3acc9d1ac05308cc11_mpress.fh,1,1,1,
acdf731d7b9b693fe99c76ea0c0d8d3b_mpress.fh,1,1,1,
acdf83aeb72b2ee8a2854d1387c44283_mpress.fh,1,1,1,
acdfde0d1dd47a8102764e23a2604575_mpress.fh,1,1,1,
acdff2d8dd89c0ee7252d00e40e01fae_mpress.fh,1,1,1,
acdff6078c95f5242e231550c5bf2339_mpress.fh,1,1,1,
ace002e8cebada6223218ccc805788bb_mpress.fh,1,1,1,
ace0a9a9bb6c702b98aa4c7f1719068d_mpress.fh,1,1,1,
ace0c093ea3510fc7762c94b936dc35f_mpress.fh,1,1,1,
ace0dc06fd4effd1b0beba0c54a0cfd6_mpress.fh,1,1,1,
ace0e3379b6372e4d88933f09ce05c49_mpress.fh,1,1,1,
ace1171cb83c36d2428f79ae652038e9_mpress.fh,1,1,1,
ace11b3658fe8d5ed3703971cfb09e13_mpress.fh,1,1,1,
ace1575e5c16ae4b8418b332ce69ba66_mpress.fh,1,1,1,
ace17b0ee4c70b6ccfd1d5e22274d74d_mpress.fh,1,1,1,
ace1b76eae8056b79798d12a11fe0e46_mpress.fh,1,1,1,
ace2d8921e994e7e7df9cc356da55a3e_mpress.fh,1,1,1,
ace2f2827d88c6afcd3db64d8ab60e1d_mpress.fh,1,1,1,
ace30fc2e442aee7cfa6322c0604cc32_mpress.fh,1,1,1,
ace351aeac08185dae92a0c38fa872c9_mpress.fh,1,1,1,
ace3661878f128c00ebe83e7e949f63b_mpress.fh,1,1,1,
ace3b567d29f07ebae490184358ae27e_mpress.fh,1,1,1,
ace3c07de4603b0ccf6cec5d0ff6c057_mpress.fh,1,1,1,
ace3c26cd0a4698fc7334cefd734ac2c_mpress.fh,1,1,1,
ace3d427dcdf7fd12f7d095e5f22ea4c_mpress.fh,1,1,1,
ace46758d552605808c7c224c2a62ab8_mpress.fh,1,1,1,
ace4e839adbd3ab916fb788a3df47c91_mpress.fh,1,1,1,
ace5062c1a4a1effe15a6ea95a397f7e_mpress.fh,1,1,1,
ace514bdeba15615dad8233896a24ad6_mpress.fh,1,1,1,
ace5348390759184e00cbeb70b936ebd_mpress.fh,1,1,1,
ace53aeb9ba2993d8a1ec99fc6618dac_mpress.fh,1,1,1,
ace57619dadfce7ea4c172d576723ace_mpress.fh,1,1,1,
ace5925d8d75714db0b08bda3f04914b_mpress.fh,1,1,1,
ace5ab8301278aab7c9b0755b3601ad0_mpress.fh,1,1,1,
ace5aee16d74ffb0bdb102a470b82374_mpress.fh,1,1,1,
ace60a9cbc4e5938b522e6f68356b9bc_mpress.fh,1,1,1,
ace663cd3ade6fe216fe6bae119fa921_mpress.fh,1,1,1,
ace6641e89df3d9f37b396d47fdbdbd6_mpress.fh,1,1,1,
ace678e7a0328bb266985d742de4a67f_mpress.fh,1,1,1,
ace6d14564c34225b48a15c720e43d29_mpress.fh,1,1,1,
ace6fe75b4835ffe54c2131ec14c10d5_mpress.fh,1,1,1,
ace709cd686ed9129f044c0677f9b128_mpress.fh,1,1,1,
ace75f480d6ba7222c1a42d35418fcd5_mpress.fh,1,1,1,
ace7dc7d0b360fe02fb1cd3ab748de0b_mpress.fh,1,1,1,
ace80b0756e41ca69e36c75a365f3a46_mpress.fh,1,1,1,
ace80b4cafbe49ee6fcc12540ebfadc9_mpress.fh,1,1,1,
ace825d5e6cf4e3990fc59f4b9f2f6d2_mpress.fh,1,1,1,
ace854785dbd8d1b8a5ea0449f4cd52b_mpress.fh,1,1,1,
ace868a94a5b78703bb1edf503a05d17_mpress.fh,1,1,1,
ace875e4055ef2523a15713695277244_mpress.fh,1,1,1,
ace888b91946f4457d86c521c03cad31_mpress.fh,1,1,1,
ace8b7e9dc490fff8c352d5d0d092d0a_mpress.fh,1,1,1,
ace8f67504fcdc48a7d70d20ce49d4c8_mpress.fh,1,1,1,
ace910f9c56323332201b52143b98d17_mpress.fh,1,1,1,
ace9a4b06df8364ffaabc50193058221_mpress.fh,1,1,1,
ace9d0af8444e486ebd4a5a0c4d16717_mpress.fh,1,1,1,
ace9d51719fa319336b4c2c2290a919e_mpress.fh,1,1,1,
acea106d4d7434bad76bda0fecdb40ee_mpress.fh,1,1,1,
acea44c857f85979a9659c046c4b7aba_mpress.fh,1,1,1,
acea90cee47dff1032788543e634b847_mpress.fh,1,1,1,
aceab48c3cd73455da1e2f637a91f0d0_mpress.fh,1,1,1,
aceb095481da72eb962ef52ce414d60c_mpress.fh,1,1,1,
aceb14717d0a0b1e629c5baa92611715_mpress.fh,1,1,1,
aceb301e7537b6630022f55b649b68e4_mpress.fh,1,1,1,
aceb5553c2b6ff5c35610de3e6dc790e_mpress.fh,1,1,1,
aceb7fba4770a9b87c2eb2acf39277b9_mpress.fh,1,1,1,
acebfe15542053a072e3f00908115c22_mpress.fh,1,1,1,
acec2553c1aa038cb4fe8e01d6252396_mpress.fh,1,1,1,
acec3c5abdfec48c31cf97d44f446fa1_mpress.fh,1,1,1,
acec7c40a5ee5d6091c064330e777048_mpress.fh,1,1,1,
acecd4ba486f00f4f3aadcbbfa0cb4cf_mpress.fh,1,1,1,
acecd6e769666006326692f8456fbb4c_mpress.fh,1,1,1,
acece3db8e75125797e248882ab6da83_mpress.fh,1,1,1,
acecf7ee6f856bbf195afc51f14d5b6c_mpress.fh,1,1,1,
aced4a896b83c44b8be1a4bdca64d911_mpress.fh,1,1,1,
aced4b97654642e32cc6fd49a0c324a3_mpress.fh,1,1,1,
aceda6581799206ad6710f9824e69a64_mpress.fh,1,1,1,
acedb3066416a90afd60d1209ef4d64b_mpress.fh,1,1,1,
acedba5da232116bc402d39a35a9ea2e_mpress.fh,1,1,1,
acedbfcf1ed743d7c731f2740caa9966_mpress.fh,1,1,1,
acee0ba89e045b66a691d32ba5691cbe_mpress.fh,1,1,1,
acee0d85cdab65215867fda84122a533_mpress.fh,1,1,1,
acee5b1dd1ebb2d45ebb788208263ee2_mpress.fh,1,1,1,
acefa5271ec3ca6dbcbcfc1277a455ce_mpress.fh,1,1,1,
acefa755cf303b06a611860f7a06f054_mpress.fh,1,1,1,
acefbda8ea0925ee9b8e655b7624cf22_mpress.fh,1,1,1,
aceff2bb4602fed99393a15168aed78e_mpress.fh,1,1,1,
acf0235f51aab802627e60eb4a376ffc_mpress.fh,1,1,1,
acf02fad3c954495d09e565bb4724dd8_mpress.fh,1,1,1,
acf067830a94e643e4fda11af5221da9_mpress.fh,1,1,1,
acf06bd74a8f9238e0fdeee1954a14ce_mpress.fh,1,1,1,
acf07a7b83b51a103e02ccd677f3ae8b_mpress.fh,1,1,1,
acf089c257745543ce2ed9bdd64e8588_mpress.fh,1,1,1,
acf0a2d98596a302b59483ddff1b85b9_mpress.fh,1,1,1,
acf0bb4959602fc727166a239e540ebe_mpress.fh,1,1,1,
acf0d8cffb89793f7c8bf0b227ab8976_mpress.fh,1,1,1,
acf1286ebdaafebc53c28399fab253cb_mpress.fh,1,1,1,
acf12b6289571ffb2dc018388a0670a0_mpress.fh,1,1,1,
acf18083b127f38c1f427b1dcbd5d279_mpress.fh,1,1,1,
acf1897c7f6c2d6d426a64746e714d66_mpress.fh,1,1,1,
acf1e1d39be3203cbf46099d1eb53da3_mpress.fh,1,1,1,
acf2056431ef8c9fb4120357d556b6b4_mpress.fh,1,1,1,
acf20f7f206ab0aca5a516c83c41605d_mpress.fh,1,1,1,
acf24146c054d3de5d14f7ef3e5e079f_mpress.fh,1,1,1,
acf25a632b4e3329e093ebf3a5f5ff79_mpress.fh,1,1,1,
acf2689fd0cf9984b6935966d0e23be4_mpress.fh,1,1,1,
acf2a21fc9754b76970ad0440f91da40_mpress.fh,1,1,1,
acf31e16d4a738edaf6f5e929d7090f4_mpress.fh,1,1,1,
acf34972ccced3c1d24fcbc77920b17d_mpress.fh,1,1,1,
acf35aad2924ca12d3a36117df01f198_mpress.fh,1,1,1,
acf388bc83ae42f3b99bac80e10ca199_mpress.fh,1,1,1,
acf3dc0e0b91b9bdb83556d793386b1a_mpress.fh,1,1,1,
acf3e547c988b8e2fd77d00a4e625bfa_mpress.fh,1,1,1,
acf3f399b61b409d27e93984d5795706_mpress.fh,1,1,1,
acf41b1dff2058804706b89584ecd150_mpress.fh,1,1,1,
acf436ce20884acc4d163c63c92e6482_mpress.fh,1,1,1,
acf44ed26c957e4fdcd7dc9de52d3b98_mpress.fh,1,1,1,
acf4639a2a8a5ee355cfa10c61469254_mpress.fh,1,1,1,
acf46bae734b46f63c3d634d883b6fe2_mpress.fh,1,1,1,
acf46db9df4c871c5073f667a2339cd6_mpress.fh,1,1,1,
acf4c7117b45c787ba935bdfef5cdfa0_mpress.fh,1,1,1,
acf4e1c3c6c80b985377725d00b58420_mpress.fh,1,1,1,
acf51a153e01f1b87ba540698e9b0539_mpress.fh,1,1,1,
acf537dcc55063168b1e789fa92fb052_mpress.fh,1,1,1,
acf53ece1fc7b90b4979ea7aca2d6ccc_mpress.fh,1,1,1,
acf54ebef930da528135d1896fc2fc95_mpress.fh,1,1,1,
acf566f3d6709c3579c8df9d687b71a8_mpress.fh,1,1,1,
acf6617d87299cc295eae934e689aa98_mpress.fh,1,1,1,
acf6783b7f53f924817684b316968d17_mpress.fh,1,1,1,
acf68fa31019cc28882ed883b450fb32_mpress.fh,1,1,1,
acf7039a2a96025bf2d28eab540013ee_mpress.fh,1,1,1,
acf75d9749cbe13a04b652c98b80ce2f_mpress.fh,1,1,1,
acf816ed6ea2bc45d12785528e2d6d27_mpress.fh,1,1,1,
acf81df0ad4c17533f52b4f43a933127_mpress.fh,1,1,1,
acf87798e3aabfa7439b5ba4355c9361_mpress.fh,1,1,1,
acf889171a7ed0eacc5df1f2cf8d35dd_mpress.fh,1,1,1,
acf8a0640897246b54affe4a8ecd2d5c_mpress.fh,1,1,1,
acf8df14ff1f85bf24579c880b2ac6c3_mpress.fh,1,1,1,
acf925f4345c2e34230c1d86b786db67_mpress.fh,1,1,1,
acf9459149573f72887f807bc9dec001_mpress.fh,1,1,1,
acf9d61828bda61067ca4dc35b45ac78_mpress.fh,1,1,1,
acf9e1ff4007e007c5a3a0e14ad639e4_mpress.fh,1,1,1,
acfa05878bb341b66bcf27d6767a7173_mpress.fh,1,1,1,
acfa96cc43c0c86c2c1755b1bc678dec_mpress.fh,1,1,1,
acfac2ac06e9058c043727377375866d_mpress.fh,1,1,1,
acfad9ae998d28d3f223a20fc76aecaf_mpress.fh,1,1,1,
acfadcee7797419de410ce0abd7eb7b1_mpress.fh,1,1,1,
acfb69d45d0a14f2ddf49b2eef5ef50b_mpress.fh,1,1,1,
acfb88bb86c35f575d14267dbaca1b14_mpress.fh,1,1,1,
acfc06cacabf118be10a6108d1eff13c_mpress.fh,1,1,1,
acfc117065ceb97c19fef1658bf2d694_mpress.fh,1,1,1,
acfc481d977e92617b5d1dc45233a2a3_mpress.fh,1,1,1,
acfcefc9f3c08e74b10f8ef39e098b6c_mpress.fh,1,1,1,
acfd35bb9d34481568e27e867e4fb6d9_mpress.fh,1,1,1,
